resourceID,eventDate,scientificName,Feeding,Latitude,Longitude,Area,County,State,institutionID
602201691,2011-01-21,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-02-05,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-10-20,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-11-07,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-01-29,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2008-04-03,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-01-21,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-04-20,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2007-03-13,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2004-05-30,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-10-31,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-10-17,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-11-11,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-10-17,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-10-17,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2013-02-18,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-10-17,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-11-26,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-10-17,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-04-20,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-02-04,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2011-09-04,LarusArgentatus,Frog,33.09722,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2013-02-09,LarusArgentatus,Frog,33.10643,-115.75273,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2014-11-08,LarusArgentatus,Frog,33.10627,-115.75261,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2014-11-08,LarusArgentatus,Frog,33.10627,-115.75261,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2010-11-21,LarusArgentatus,Frog,33.10357,-115.75187,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2008-03-18,LarusArgentatus,Frog,33.10357,-115.75187,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2007-04-08,LarusArgentatus,Frog,33.10357,-115.75187,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2007-04-08,LarusArgentatus,Frog,33.10357,-115.75187,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2015-01-02,LarusArgentatus,Frog,33.09641,-115.75170,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,2003-03-01,LarusArgentatus,Frog,33.10167,-115.75124,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,1998-09-20,LarusArgentatus,Frog,32.92930,-115.74760,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,1984-02-18,LarusArgentatus,Frog,32.92930,-115.74760,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
602201691,1981-02-07,LarusArgentatus,Frog,32.92930,-115.74760,WaterlogAreas,Imperial ,California,http://www.birds.cornell.edu
